product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 February 2022,Waste I have a complaint but no response,2,Simply waste within 4 month one side not working I applied for replacement by warranty nobody came to pick up for replacement I am totally disappointed bcoz I purchase only boat rockers company first time i am disappointed due to replacement process I want new one if anybody can make my replacement process please do it soon
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 May 2022,My Airdopes not charging. & Warranty service is vvvvvv very bad in Hyderabad pls don't purchase,2,My airdopes in not charging.In Hyderabad boat warranty service vvvvvvvvvvvvvv very bad service.Calls also not attending.I'm visit boat warranty care on 6/5/22 but still not replace the product.Boat products is Very bad service west the customer time & money to travel visiting boat care.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 5 October 2021,"Not sturdy , has issues",2,"It’s very average sound quality plus not at all sturdy , mine got broken very soon . I use another one from boat that’s really nice and very sturdy . This was a bad purchase ,Meade if cheap plastic, overall a poor product and not worth buying"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 August 2021,"A total waste of money, there is no noise cancellation.",1,"A complete waste of money, there is no noise cancellation. You can't talk on this. Just use it to enjoy music. Unbranded ₹200 airdopes work better than these."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 October 2021,Very poor quality sound v,1,"The media could not be loaded.
                



 Amazon's show quality very high but the real me not look like product. And product very low quality.like this refurbished product.so please don't purchased online only to check in the market. Don't replace the product."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 June 2022,A good product,4,"I recently bought this product and so far it's working fine with good sound quality, connects quickly to the device and compatible device. The charging thing really makes me happy. The only thing I'm disappointed with is the grip to get the buds out of the charging case otherwise overall a good product to buy. Thank You!!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 April 2022,Not recommend for calls,1,"Writing this review after using for 1 monthMost disappointing thing is while calling voice echoes giving impression that you are in vacant room or bathroom , can't take call on these (which was the maine purpose of purchasing these) , for listening music and all things seems Ok. Overall not recommended"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 April 2022,Please donot buy,1,"Worthless piece. Like people say, You get what you are paying for . I paid 700+ and got this product. Used for 2 days and didnt find worthy."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 May 2022,Good,4,"The media could not be loaded.
                



 Battery backup excellent"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 May 2022,Very less distance cover by this product. I mean blutooth range is very less... 1fit only.,1,Product is not so Good. Some time sound quality is Good. But when we talk any other person over phone. You need to take the mobile near by airdrops (Blutooth) otherwise you lost the connection and you get the disturbance in talking with other person. It's very bad quality products. 1fit distance cover product only. Very bad experience.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 5 May 2021,NOT RECOMMEND,2,I bought this product in feb. And it got ruined within a month so the replacement from Amazon was open so I got it replaced now the replaced earpodes (right) are having problem while charging and now the sound is super low. In just 2 months of use. And the bass is also not that good
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 January 2022,"Good for Walking, Not Jogging",4,"Good for Walking, listening to songs in home.But, while jogging, it might fall off.Also, not good for calls, noise cancellation during calls.Best only for walking and listening songs."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 June 2021,Not worth,1,Not a good product in this price defective item works for 2 -3 months then got replaced from boat again same issue with the item not a worth purchase
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 August 2021,Worst battery backup,1,Battery backup for earbuds are not coming for atleast 1hr also while playing. Not satisfied with the product. Total money is wasted. Boat company need to concentrate more on battery backup. Its not worthable for 100Rs also. You can use it as kids toys. Other than that there is no use.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 12 October 2021,Terrible product,1,Complete Wastage of money. Not happy with the Amazon service also. They are not even help Customers to return or replace it.And don't know why seller is selling this type of products if he can't accept the replacement if product is defective. I'll never suggest any one to buy this product from the seller or from the Amazon also.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 November 2021,Literally great.,5,"I am very pleased to have them. The sound quality, the fitting, charging and trending (looks) are just killer.Recommended!!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 March 2022,🌟😊Superb airpbuds in this price range as campare to other brand product,4,"The media could not be loaded.
                



 First of all I would like to thank courier facilities because they deliver me the product before timeSecond the quality , bass, noise cancellation , design , battery backup nd all others features is just asmmmm !!!!! I ♥️ love this product very much 😄#IAmAbo🅰️thead"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 October 2021,Below Average Performance,1,The mic quality is very low..my voice is hardly audible on calls through this device. Music quality is ok. Bluetooth connectivity is very poor especially with Laptop
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 5 March 2021,Wont work for calling... only you can hear... not recommended,1,If anybody is giving 5 star rating ... that means they might have not used proper earphones or headsets... these airdopes or literally for you to hear but you can not give reply to others because evevn if you shout for three time the chance of send your message is probably very less...
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 May 2022,Just Best.,5,"Been using it for more than 7-8 months and I got no problem with it. It's really comforting, sometimes I sleep wearing the pods and I won't even realize it's there, it's really comforting and battery backup is good too and the best audio quality, perfect for jogging and cycling. Pretty satisfied customer aye."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 September 2021,Entry level TWS,2,These TWS are only recommended to buy if you gonna use them for music and most probably at indoors. Music experience is good not great and calling experience is bad. Fitting is good but not recommended for outdoors. Spend 1200 rupees to see if you can practically adapt to TWS or not.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 August 2021,Mic not working properly,3,The sound quality is absolutely good . But i have to return this bcoz of the mic while talking some weird electronic type sound coming and the other person not able to hear my voice properly. I tested it jus after opening the box. Maybe this one is foulty peice
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 November 2021,Left side of the earpod stopped working just few days after purchase,1,"Intially, for few days everything worked well. However all of sudden the left earpod stopped working and would not even get charged in the case. Interestingly, the defect surfaced 3-4 days past the return window and so, here I am stuck with just the right earpod being functional. Waste of money."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 April 2021,Buy at your own risk,1,"The product had little scratches when I recieved. The working condition is quite alright but one thing that bugs me is the scratches on the case.PS: it's not thhe original boat Airdopes, it stopped working after a few months. I had to send it back to boat and they replaced it with genuine product. Boat warranty works and it's awesome actually. I prefer you to buy boat products from their website."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 12 September 2021,Waste Of Money,1,"I was expecting a better quality from Boat but this product is pathetic. Sound quality is very poor, noise cancellation is not there, and my voice is very poorly audible to the other person on call.My 150 rs local headphones were way too better than this"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 December 2020,Good to buy,4,I got this for 1000 for which the performance is pretty good
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 September 2021,DONT BUY. WASTE OF MONEY,1,Severe connection issues. Picks up all the background noise. Very poor audio & mic quality. Will take forever to pair up with your device.Don’t waste your money on this.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 December 2021,"Good for music, but not for calls",4,"If you plan to use it for listening to music, they are good. But if you use them for calls, the person on the other side hardly able to hear anything. Even in closed rooms. Forget using them on a bike / car"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 February 2022,Great sound quality but not very durable,3,"The product was great. Great sound quality, decent bass and was quite comfortable to wearHowever, the left side airdope stopped working only after 4 months, even after contacting customer service, the response isn't great. So, I would personally recommend to buy another pair of earphones if you want more durability."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 March 2021,Good Product,4,The battery life is fairly good.The product design and size is compact and snuggly fits into the ear.The sound quality is also good. Only once in a while especially when you walk around with ear buds speaking or listening to music the sound goes off and on which is an irritant.Else over all the product is a good buy.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 12 February 2022,Stop getting charged,1,So I wanted to write it since a while now .. first few week it was good but then after using for about two months it stop getting charged I tried to work with it for a while as i spend my money on it but nothing worked. Really a bad experience wouldn't suggest anyone to invest their hard earned money in this kind of crap
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 January 2022,"IT IS BIG , NOT SUITS IN EARS",1,"IT IS NOT FIT FOR THE EARS , IT IS BIG , NOT SUITABLE FOR EARS. SUPER QUALITY SOUND AND BASS BUT IT IS NOT EASY TO USE"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 January 2022,Not recommended,2,"Battery life is good, sound quality is good but not comfortable. Ear starts paining after continuous use of 30 minutes."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 February 2021,Not for office calls or meetings but can enjoy music,3,"This is good for music lovers when they need something in very reasonable budget BUT definitely Not Helpful for taking calls or attending office meetings as it is not clear at all to the person other side on the call, I have observed the feedbacks from my colleagues that they not able to hear me or my voice too low to hear... My observation."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 August 2021,Not worthy for brand like Boat,2,"I bought it and returned in a week.1.I was on online meeting, the listener said he can't hear me good2.Vrry poor Bluetooth connectivity3. Not water proof .4. Too loud even if I reduce the system volumeI ordered ptron. Let me see.instead of this boat wire headset is really nice"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 December 2021,Disappointed,1,Within a month of purchase left side of the dope stopped functioning and battery got drained out within few minutes even though you charge it full. Couldn't claim warranty as service center available in bengaluru is very limited. Highly disappointed and i won't recommend to others
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 March 2022,NOt proper range catching I am facing issue abt this,1,Actually I prefer boat for best performance But I am not happy with with it's calling respone and range issue is aslo thereEven i kept my mobile in my pocket then also sometimes it get disconnected I am happy with the sound but not completelyPLEASE IMPROVE THISITS A HUMBLE REQUESTTHANK YOU
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 January 2022,Used one,2,"The media could not be loaded.
                



 I really disappointed while opening the box Screen guard showing scratches. Need to replace the item."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 July 2021,Badddd please don't waste your money,3,The case was wobbling after 2 weeks and when I saw the details of my order I couldn't return it as the return window had expired in the 1st week itself. Good for listening to music only not helpful when it comes to calls no one can hear me on the other side with these buds on
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 October 2021,very average boat heads,3,Average boat heads. You dont feel much heavy in ears. Sound quality is just average. make of the set is also average.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 October 2020,Very Good,4,Very Good
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 November 2020,Simply awesome,5,"Earbuds are awesome, battery life is longer, after charging the buds for first time I got charge for 3hours 46 minutes, once case is fully charged u can charge buds for 3 times. U can connect 1 bud to one device and other bud to other device at a time but both buds should be far from each other. Sound quality is good, noise cancellation is about 95℅."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 November 2020,Grand sale purchase,5,"Great product from boat. Loving the soothing music and conversation over the phone. At this price, its heavens. Just go for it. Worth buying."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 March 2021,"Doesn't fits in ears, don't buy",1,"I bought it may be 2 months back and now it is not charging well, means it needs to be adjusted to get charged otherwise buds won't charge itself, so that is unsatisfying and the most important thing buds does not fits in ears, they will drop within a minutes , they doesn't fits in ears so , i wasted my money, cz it does not fits in my ears."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 November 2021,The Product quality is very nice.,5,"Yes, I like this Product. because, the product quality is very well. The product bass is very clear. When we are calling to any one on the noise cancelation is very nice. But charging case quality is not rich according to the price."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 May 2022,Not good not bad,3,"3 star bcoz it usually falling from my ears,sound quality is good, features are smart but the only problm is it doesn't even lasted for 6 months,I am facing problm with one of my earpod"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 September 2021,Worst product,1,Initially for 2-3 days it worked fine and latr on it stopped working.as the return window is closed so m not able to return it thtswhy writing the review..
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 March 2021,Worst experience.,1,It's one earpiece is not even charged properly. One earpiece will work and other one gets discharge.No proper fitting. If you are talking it will fall.No noise cancellation.No service centre response or available on calls for confirming the location and its availability.Not referring this to anyone.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 November 2020,Bluetooth is WEEK ! Don't buy,1,Don't get attracted to price.Bluetooth itself is not working !Not expected such product from BOAT atleast.Worst product.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 November 2020,Good product from boat,5,Good value for money. Dont believe false review... Loved it
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 May 2022,Awesome product don't listen others words,5,"Don't listen others words, everything is superb, but when you are in outside during call other person will struggle to hear your voice, this is one and only problem. Bass quality 100% noice cancellation 80% connectivity 100% best ever I have purchased"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 July 2021,Service is bad you should work on it,1,I have problem with my airdopes and i have made 2 times complain about it but they give you back same piece . The problem i am facing is solved but new problem comes after few days .. they do not replace it the just repair and give you same piece with new problem ... I don't suggest you to buy this ...
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 August 2021,Good product,4,"Good product, can be used one piece at a time, automatically switching off when kept in box(good option), charge level shows for kit and airpods seperately.Taking out is little difficult (easily slips from hand).could have tag hole provision for box"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 July 2021,"Poor call quality, no return policy",2,"They’re okay for casual music listening but are absolutely useless for calls. The voice echoes, is unclear and the overall quality of call is extremely poor. Also, you can not return the product, at least from the seller that I got from, so can’t return to buy better ones."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 October 2021,"Connectivity issue, muisc stop for 1sec in middle",1,Really irritating to connect my mobile not even connecting after charge or after hold for 5 sec and in middle of listening songs stopping for sec and starting so annoying.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 May 2021,Don't go for it if you want you hear good music. No mic as well,1,Don't go for itIf you want to hear good music don't go for it. Opposite person can't hear what u speak. No mic. Just a normal head set. just looking good. But disappointed. Usually boat is a good brand but this doesn't sound like boat
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 30 January 2021,Worth to buy only when it comes for very low price,3,Product is good but my ears can't handle it.it often fells from my ears.and while calling only for single speaker is working.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 December 2020,"Waste product,and useless product",1,Very bad and terrible bluetooth after one month of purchase charge doesn't remains for 10 minutes.Totally waste of money .so much dissatisfied with this useless product.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 March 2022,"Worst quality, used it for just 2 months and all of a sudden it stopped working.",5,"Worst quality, used it for just 2 months and all of a sudden it stopped working. Can’t trust on these EarPods suggest people not to buy it"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 2 February 2021,Doesn't support dual pairing,3,Not for wide sound or bass ( frrr ...frrr noise )Doesn't supports dual pairing optionEven though I was interested to purchase days earphones but at the time of replacement I got really bad product
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 November 2021,Not good,1,One side stopped working in just few months. Sound quality is not good. Sometimes takes a lot of time to connect. Have to reset it again and again otherwise only one side gets connected to the phone. Sound is not proper in all the phones. Compatible with only few devices.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 February 2022,Average product but value for money spent.,4,I paid 899/- . Very average. Battery life is good. Sound quality is average. But definitely value for the money spent.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 January 2021,love it😘❤,5,M just writing this review after using of 5 days ....i think this is best ever TWS Boat earphone....nvr seen this kind of awesome product in this low price.....if you want an awesome bass trible nd superior baatery backup headset..go for this model..love it😘❤
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 February 2021,Not upto the mark,2,"The product is okay but there are better products in the same price range. Sound quality is bad. Maximum volume is also too low to hear. If you use a single bud, then you won’t be able to hear anything. Better buy something else."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 February 2022,After using 2 month,4,"It's to good you can guess it by the number that i give to this earbuds, I m still using it from two monthBass.8.5Sound7.5Noise cancellation-5.5Battery-9.5But it's not for gaming u feel laging of approx 1 or 2 second.At the price of 999 it's totally awesome, thanks to boat."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 November 2021,Value for money,5,Best option in this price point. Have been using it without any issues for over 2 months. Decent sound quality.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 September 2021,Great Sound Quality,5,Once you charge it can go 2 3 days without another charge and it only takes an hour or so to get to 100%. Sound quality is  okay but the ever lasting charge remains the peak feature for me.
